UNITNAME,code,colour
Rollston Range Formation/m,Osr,#d678ff
Rollston Range Formation?,Osr?,#9c4e83
Ropewalk Granite,PLgr,#f24c40
Ropewalk Granite?,PLgr?,#f24c40
Rose Creek Granite,Cgzr,#ffb3b3
Rosebud Granite,PLgr,#ff33a3
Rosser Schist,PLyr,#b39980
Rosser Schist?,PLyr?,#b39980
Routh Dacite,Cnh,#b3bdb3
Routh Dacite/1,Cnh/1,#ccd6cc
Roxmere Quartzite,PLpr,#cd8966
Roxmere Quartzite?,PLpr?,#cd8966
Ruby Creek Granite,Rgru,#bd4a4f
Ruby Creek Granite?,Rgru?,#bd4a4f
Rudd Granite,Cgod,#ffbebe
Ruddygore Granodiorite,Cgar,#ff7373
Ruddygore Granodiorite/1,Cgar/1,#e68c8c
Ruddygore Granodiorite/2,Cgar/2,#e67373
Ruddygore Granodiorite/3,Cgar/3,#ff8c8c
Ruddygore Granodiorite/4,Cgar/4,#e65959
Ruddygore Granodiorite/5,Cgar/5,#ffa6a6
Ruddygore Granodiorite/6,Cgar/6,#ffbebe
Ruddygore Granodiorite/s,Cgar/s,#e64040
Running River Metamorphics,PLr,#d9a16b
Running River Metamorphics/a,PLr/a,#b8804a
Ruxton Formation,Ccr,#94adb8
Ruxton Formation?,Ccr?,#aab0bf
Rxg? - Clive,Rxg?,#f59494
Rxo - Clive,Rxo,#ff338f
Ryeburn Quartz Diorite,CPgrb,#db4296
Ryeburn Quartz Diorite?,CPgrb?,#db4296
SDg-Ravenswood Batholith,SDg,#b32586
SDg/a-8257,SDg/a,#ff879e
SDg/d-Ravenswood Batholith,SDg/d,#ff00c5
SDg/g-Reedy Springs Batholith,SDg/g,#d459e3
SDg/gd-Reedy Springs Batholith,SDg/gd,#d459e3
SDg/i-Ravenswood Batholith,SDg/i,#ffa77f
SDg?-Ravenswood Batholith,SDg?,#b32586
Saddington Tonalite,Ogs,#b83558
Saint Giles Volcanics,Csg,#bababf
Saint Giles Volcanics?,Csg?,#bababf
Saint Helena Monzogranite,Pglh,#cd6699
Saint James Volcanics/1,Cs/1,#73735e
Saint James Volcanics/2,Cs/2,#8c8c78
Saint James Volcanics/3,Cs/3,#a6a691
Saint James Volcanics/4,Cs/4,#bfbfab
Saint James Volcanics/5,Cs/5,#d9d9c4
Saint Mungo Granite,PLgwn,#c947b6
Saint Pauls Creek Granite,Ogsp,#ff99b8
Saint Pauls Creek Granite/g,Ogsp/g,#ff7a85
Saint Ronans Metamorphics,PLs,#78503c
Saint Ronans Metamorphics?,PLs?,#78503c
Saint-Smith Formation,PLss,#bda680
Sandalwood Serpentinite,PLEbs,#52bf69
Sandy Tate Granite,Cgoy,#ff8c4c
Saraga Schist/1,PLys/1,#b38c99
Saraga Schist/2,PLys/2,#8c5959
Saraga Schist/3,PLys/3,#8c6680
Saraga Schist/4,PLys/4,#d9b3bf
Saraga Schist/5,PLys/5,#e6ccd9
Saraga Schist/6,PLys/6,#a67373
Saraga Schist/6?,PLys/6?,#a67373
Saucebottle Granite,Cgob,#f5a27a
Saucebottle Granite/1,Cgob/1,#ffbf99
Saucebottle Granite/2,Cgob/2,#c25947
Saucebottle Granite/3,Cgob/3,#db8061
Sawpit Granodiorite,PLgs,#ff33f7
Saxby Granite,PLgix,#f54ccc
Scardons Volcanic Group-Csa,Csa,#7385ff
Scardons Volcanic Group-Csb,Csb,#0d1fff
Scardons Volcanic Group-Csc,Csc,#0000d9
Scardons Volcanic Group-Csd/1,Csd/1,#707ecc
Scardons Volcanic Group-Csf,Csf,#5c6bcc
Scardons Volcanic Group-Csf?,Csf?,#5c6bcc
Scardons Volcanic Group-Csid,Csid,#596bff
Scardons Volcanic Group-Csid?,Csid?,#596bff
Scardons Volcanic Group-Csk,Csk,#4052ff
Scardons Volcanic Group-Csm,Csm,#4252b3
Scardons Volcanic Group-Csn,Csn,#ccd1ff
Scardons Volcanic Group-Cso,Cso,#d9ebff
Scardons Volcanic Group-Csp,Csp,#a6b8ff
Scardons Volcanic Group-Csp?,Csp?,#a6b8ff
Scardons Volcanic Group-Csr,Csr,#b3c4d9
Scardons Volcanic Group-Csr?,Csr?,#b3c4d9
Scardons Volcanic Group-Css,Css,#99abbf
Scardons Volcanic Group-Css?,Css?,#99abbf
Scardons Volcanic Group-Csv,Csv,#8091a6
Scardons Volcanic Group-Csva,Csva,#66788c
Scardons Volcanic Group-Csvr,Csvr,#d9ebff
Scardons Volcanic Group-Csw,Csw,#8c9eff
Scardons Volcanic Group-Csw?,Csw?,#8c9eff
Scardons Volcanic Group-Csy,Csy,#4c5e73
Scardons Volcanic Group-Psg,Psg,#8cb3b3
Scardons Volcanic Group-Psi/1,Psi/1,#a6cccc
Scardons Volcanic Group-Psi/2,Psi/2,#bfe6e6
Scardons Volcanic Group-Psi/3,Psi/3,#739999
Scardons Volcanic Group-Psiy,Psiy,#4c5e73
Scardons Volcanic Group-Pvs,Pvs,#b3d9d9
Scartwater Formation/c,Cw/c,#8096a1
Scartwater Formation/m,Cw/m,#bac4c9
Scartwater Formation/s,Cw/s,#abb8bf
Scheelite Granite,PLgsl,#ff9ca6
Schreibers Granodiorite,Ogs,#ffc7bd
Schultz Sandstone Member,PLscs,#a8a80f
Schultz Sandstone Member/1,PLscs/1,#bdbd45
Scoop Holes Granodiorite,SDgsh,#d678cc
Scoop Holes Granodiorite/d,SDgsh/d,#ded4ff
Scoop Holes Granodiorite/g,SDgsh/g,#ffe6eb
Scrubby Creek Rhyolite/a1,Ccs/a1,#e6e8e8
Scrubby Creek Rhyolite/a2,Ccs/a2,#d6dbdb
Scrubby Creek Rhyolite/r1,Ccs/r1,#2e4747
Scrubby Creek Rhyolite/r2,Ccs/r2,#476161
Scrubby Creek Rhyolite/r3,Ccs/r3,#adc7c7
Scrubby Creek Rhyolite/r4,Ccs/r4,#91abab
Scrubby Creek Rhyolite/r5,Ccs/r5,#7a9494
Scrubby Creek Rhyolite/r6,Ccs/r6,#617a7a
Scrubby Creek Rhyolite/s1,Ccs/s1,#a6cccc
Scrubby Creek Rhyolite/s2,Ccs/s2,#bfd9d9
Scrubby Creek Rhyolite/s3,Ccs/s3,#d9e6e6
Scrufflem Rhyolite,Pds,#573dff
Scrufflem Rhyolite?,Pds?,#573dff
Seigal Volcanics,PLts,#d98a2e
Sentinel Range Granite,Cgon,#ff19ff
Settlement Creek Volcanics,PLte,#f2b38c
Seventy Mile Mount Granodiorite,CPgsm,#ffccff
Seventy Mile Range Group,EOs,#d699bd
Seventy Mile Range Group/c,EOs/c,#bd80a3
Seventy Mile Range Group/q,EOs/q,#d699bd
Seventy Mile Range Group?,EOs?,#d699bd
Sg-Gt,Sg,#ff6370
Sg/1-Gt,Sg/1,#d459e3
Sg/a-Ravenswood Batholith,Sg/a,#df73ff
Sg/h-7658,Sg/h,#d459e3
Sg/l-Gt,Sg/l,#e64c80
Sg/m-Gt,Sg/m,#d459e3
Sg/t-SE5509,Sg/t,#ff00c5
Sg/x-Ravenswood Batholith,Sg/x,#ffb3c9
Sg?-Gt,Sg?,#cc3366
Sgz-Pama Province,geophysics,#ff3333
Shady Bore Quartzite,PLms,#8a4444
Shady Bore Quartzite?,PLms?,#8a4545
Shady Microgranite,Cgch,#cd6699
Shamrock Rhyolite,Cnm,#737d73
Shamrock Rhyolite/1,Cnm/1,#99a399
Shear Zone-MI,shz,#e1e1e1
Sheba Granite,Cgosh,#f57a7a
Shield Creek Formation,Ds,#8f5ee3
Shield Creek Formation?,Ds?,#8f5ee3
Shovel Creek Complex,EOgs,#c73336
Shovel Creek Complex/h,EOgs/h,#ffbebe
Shovel Creek Complex/l,EOgs/l,#e04c4f
Shrimp Creek Rhyolite,Cns,#7a9494
Silent Hill Basalt,Qms,#fcf7ae
Silent Hill Basalt/v,Qms/v,#e3de94
Silver Pot Granodiorite,Pgas,#ffcccc
Silver Spur beds,Pss,#4bc3fa
Silver Valley Conglomerate,Cus,#9ea0a8
Silverwood Group,SDs,#59c3cf
Silverwood Group/m,SDs/m,#bf8fcf
Skeleton Creek Granite,Sgsk,#ff4c40
Slaughter Yard Creek Volcanics,Pw,#a8abb3
Slaughter Yard Creek Volcanics/a,Pw/a,#c2c4cc
Sly Creek Sandstone,PLtl,#e6c480
Soda Spring Granite,Cgoss,#ffa77f
Solanum Granodiorite,Cgal,#bf1980
Solanum Granodiorite?,Cgal?,#bf1980
Soldiers Cap Group,PLo,#a6856e
Soldiers Cap Group?,PLo?,#a6856e
"Soldiers Cap Group?,Millungera Basin succession","PLo?,Pzm?",#a6856e
South Island Gabbro,CPds,#545ed9
South Nicholson Group,PLsn,#8f583b
Southern Cross Formation,Tss,#edd98d
Spanner Limestone Member,Dwps,#aa66cd
Spear Siltstone,PLis,#894444
Specimen Hill Granite,Pgzs,#e63319
Speed Creek Granite,Pgs,#ff33cf
Speed Creek Granite/2,Pgs/2,#ff73f5
Spider Gully Granodiorite,SDgsg,#d15980
Spider Gully Granodiorite/g,SDgsg/g,#ff99b8
Spider Gully Granodiorite/t,SDgsg/t,#ffccff
Spinifex Creek Granite,Cgs,#c92a62
Spinifex Creek Granite/m,Cgs/m,#eb4785
Spinifex Creek Granite?,Cgs?,#c92a62
Spondulix Granodiorite,SDgsp,#ff4a73
Springbok Sandstone,Jis,#00ff59
Spurgeon Granite,Pgws,#ffa6a6
Spyglass Andesite Member,DCn/s,#d9b3ff
Square Post Granite,Ogsq,#e69ebd
Square Rock Granite,Cgzs,#cd6666
Squirrel Hills Granite,PLgis,#ff6370
Squirrel Hills Granite/e,PLgis/e,#ff3399
Squirrel Hills Granite/p,PLgis/p,#ffb8ff
Staaten Metamorphic Group/1a,PLt/1a,#e05219
Staaten Metamorphic Group/1b,PLt/1b,#e37347
Staaten Metamorphic Group/1c,PLt/1c,#e88c4d
Staaten Metamorphic Group/2,PLt/2,#f0b373
Staaten Metamorphic Group/2a,PLt/2a,#eb6640
Staaten Metamorphic Group/2b,PLt/2b,#ed9178
Staaten Metamorphic Group/2c,PLt/2c,#eda38a
Staaten Metamorphic Group/3,PLt/3,#f58c47
Staaten Metamorphic Group/3a,PLt/3a,#f0bd8a
Staaten Metamorphic Group/3b,PLt/3b,#e67a42
Staaten Metamorphic Group/3c,PLt/3c,#eda17a
Staaten Metamorphic Group/3d,PLt/3d,#d45826
Staaten Metamorphic Group/3e,PLt/3e,#edb070
Staaten Metamorphic Group/3f,PLtu/3f,#d74000
Staaten Metamorphic Group/u,PLtu,#f2a870
Staaten Metamorphic Group/ua,PLtua,#de6b17
Staaten Metamorphic Group/ub,PLtub,#f0b07d
Stanbroke Sandstone,PLxs,#66402f
Stanbroke Sandstone?,PLxs?,#66402f
Stanley Limestone Member,Dbm/s,#e6bfff
Stannett Creek Gabbro/c,OSgst/c,#ab94ff
Stannett Creek Gabbro/m,OSgst/m,#ccbfff
Stannett Creek Gabbro/o,OSgst/o,#8a6bff
Stanthorpe Granite,Rgst,#ffb3e6
Stanthorpe Granite/1,Rgst/1,#ffbff2
Stanthorpe Granite/2,Rgst/2,#ffa6d9
Stanthorpe Granite/5,Rgst/5,#fcd6f7
Stanthorpe Granite/6,Rgst/6,#ff8cbf
Stanthorpe Granite/7,Rgst/7,#ff4073
Stanthorpe Granite/8,Rgst/8,#e68ce6
Stanthorpe Granite/a,Rgst/a,#ff73a6
Stanthorpe Granite/a?,Rgst/a?,#ff73a6
Stanthorpe Granite/b,Rgst/b,#f2ccff
Stanthorpe Granite/b?,Rgst/b?,#f2ccff
Stanthorpe Granite/c,Rgst/c,#f2bff2
Stanthorpe Granite/c?,Rgst/c?,#f2bff2
Stanthorpe Granite/d,Rgst/d,#ffbee8
Stanthorpe Granite/e,Rgst/e,#e673e6
Stanthorpe Granite/f,Rgst/f,#e6a6e6
Stanthorpe Granite/f?,Rgst/f?,#e6a6e6
Stanthorpe Granite?,Rgst?,#ffb3e6
Starcross Formation,PLrs,#993333
Starcross Formation/q,PLrs/q,#ccde4d
Starcross Formation/r,PLrs/r,#ce7678
Starcross Formation/r,w,#ce7678
Starcross Formation/rq,PLrs/rq,#aaaa32
Starlight Granite,Cgts,#e8beff
Staveley Formation/1,PLs/1,#967359
Staveley Formation/1br,PLs/1br,#b08c73
Staveley Formation/2,PLs/2,#fad6bd
Staveley Formation/2br,PLs/2br,#e3bfa6
Staveley Formation/2c,PLs/2c,#5dede9
Staveley Formation/2m,PLs/2m,#0fb0ef
Staveley Formation/2s,PLs/2s,#66a3d8
Staveley Formation/3,PLs/3,#634026
Staveley Formation/3m,PLs/3m,#c9a68c
Staveley Formation/f,PLs/f,#0808e2
Steeles Granite,PLgss,#f5804c
Stenhouse Creek Amphibolite,PLEbn,#cc334c
Stingo Granite,Cgts,#cd6699
Stinking Cornishman Microgranite,Cgck,#ff29ff
Stirlington Granite,Cgoi,#a80000
Stockyard Creek Mudstone Member,PLcs,#d7c29e
Stockyard Creek Mudstone Member?,PLcs?,#d7c29e
Stopem Blockem Conglomerate Member,Duu/s,#c29ed7
Storm Hill Sandstone,Dwh,#a673cc
Strathburn Formation,PLb,#f5b38f
Strathburn Formation/a,PLb/a,#f28f59
Strathburn Formation/g,PLb/g,#f28f59
Strathburn Formation/i,PLb/i,#f28f59
Strathburn Formation/j,PLb/j,#f28f59
Strathburn Formation/t,PLb/t,#f28f59
Strathleven Granite,Dgsl,#f2b3e6
Strathmay Formation,PLm,#f29e74
Strathtay Granodiorite,Dgst,#ff80eb
Strathtay Granodiorite?,Dgst?,#ff80eb
Stuarts Rhyolite,Pwc,#1980ff
Stuarts Rhyolite-b/1,Pwb/1,#6b78a3
Stuarts Rhyolite-b/2,Pwb/2,#8591bd
Stuarts Rhyolite/v,Pwc/v,#40a6ff
Stud Formation,Dds,#a69be0
Stud Formation/a,Dds/a,#bfb5fa
Stud Formation?,Dds?,#a69be0
Sturgeon Basalt-TQbs,TQbs,#a6994c
Sturgeon Basalt-TQbs/v,TQbs/v,#d4b85e
Sturgeon Basalt-Tbs,Tbs,#e8c276
Sturgeon Basalt-Tbs/v,Tbs/v,#cfa85c
Subkin Granodiorite,Cgs,#ff6666
Sues Creek Microgranite,Cgls,#ff4033
Sugar Bag Granite,Cgta,#ffd9d9
Sugarbag Creek Quartzite,PLs,#debf4c
Sugarbag Creek Quartzite/e,PLs/e,#858500
Sugarbag Creek Quartzite/h2,PLh/2,#5e5e00
Sugarbag Creek Quartzite/k,PLs/k,#bd8000
Sugarloaf Metamorphics/v,DCo/v,#c2a1f5
Sulieman Gneiss,PLsg,#63392a
Sulieman Gneiss/q,PLsg/q,#807340
Sulieman Gneiss?,PLsg?,#63392a
Sunburst Granodiorite,Ogu,#e899d9
Sundown Granite,Cgbs,#ff66b3
Sunnymount Granodiorite,Cgoy,#f29999
Sunnymount Granodiorite/d,Cgoy/d,#d98080
Sunnymount Granodiorite/g,Cgoy/g,#bf6666
Surgeons Lookout Rhyolite,CPis,#d90059
Surgeons Lookout Rhyolite?,CPis?,#d90059
Surprise Creek Formation,PLr,#8c6640
Surprise Creek Formation-a,PLra,#d9b38c
Surprise Creek Formation-a/1,PLra/1,#bf9973
Surprise Creek Formation-a/2,PLra/2,#a68059
Surprise Creek Formation-a/3,PLra/3,#8c6640
Surprise Creek Formation-a/c,PLra/c,#734c26
Surprise Creek Formation-a/c?,PLra/c?,#734c26
Surprise Creek Formation-a?,PLra?,#d9b38c
Surprise Creek Formation-b,PLrb,#d9b366
Surprise Creek Formation-b?,PLrb?,#d9b366
Surprise Creek Formation-c,PLrc,#bf994c
Surprise Creek Formation-c?,PLrc?,#bf994c
Surprise Creek Formation-d,PLrd,#bfb373
Surprise Creek Formation-d?,PLrd?,#bfb373
Surprise Creek Formation/1-PAROO,PLr/1,#734c0d
Surprise Creek Formation/2-PAROO,PLr/2,#a68040
Surprise Creek Formation/3-PAROO,PLr/3,#734c0d
Surprise Creek Formation/4-PAROO,PLr/4,#664000
Surprise Creek Formation/do,PLr/do,#a68059
Surprise Creek Formation/g,PLr/g,#734c26
Surprise Creek Formation/q,PLr/q,#59330d
Surprise Creek Formation/t,PLr/t,#a68059
Surprise Creek Formation?,PLr?,#8c6640
Swamp Creek Granite,Cgoa,#db3366
Swan Diorite,PLds,#7f00b0
Sword Creek Microgranite,CPgsw,#eb5273
Sybella Granite,PLgs,#ff33cc
Sybella Granite/1,PLgs/1,#fc5978
Sybella Granite/1g,PLgs/1g,#f280ff
Sybella Granite/1m,PLgs/1m,#ff99ff
Sybella Granite/2,PLgs/2,#fc99b8
Sybella Granite/3,PLgs/3,#f24cfa
Sybella Granite/4,PLgs/4,#d933b3
Sybella Granite/f,PLgs/f,#ff124d
Sybella Granite/g,PLgs/g,#ffb3ff
Sybella Granite/mg,PLgs/mg,#ffccff
Sybella Granite/p,PLgs/p,#ff59d9
Tadpole Granite,Dgt,#ff5438
Talaroo Microgranite,Cgna,#ff5433
Talaveras Rhyolite,Pvat,#adcff5
Talbot Creek Granodiorite,PLgt,#d966a6
Talbot Creek Granodiorite?,PLgt?,#d966a6
Talgijah Granodiorite/d,Pgyt/d,#db619c
Talgijah Granodiorite/g,Pgyt/g,#f57ab6
Tam O'Shanter Granite,Ogt,#f03cf0
Tank Creek Sandstone,Dwk,#cca6ff
Tareela Volcanics/a,Ct/a,#9eb3b3
Tareela Volcanics/a?,Ct/a?,#9eb3b3
Tareela Volcanics/b,Ct/b,#c4d9d9
Tareela Volcanics/l,Ct/1,#788c8c
Tareela Volcanics/l?,Ct/l?,#788c8c
Tarong beds,Ro,#34ada1
Tate Batholith granitoids-high magnetic,CPgn,#ff7a85
Tate Batholith granitoids-variably magnetic,CPgtf,#ffa6ad
Tb-QLD,Tb,#ff6940
Tb/v-Mingela Province,Tb/v,#ff420f
Tb/v-QLD,Tb/v,#ff420f
Tb/v?-QLD,Tb/v?,#ff420f
Tb?-QLD,Tb?,#ff6940
Td-QLD,Td,#f0ad19
Td\q-QLD,Td\q,#f0da81
Tea Tree Granodiorite,Dgtt,#fa4aff
Tectonic breccia,bx,#ffaa00
Teddy Mount Formation,DCue,#7761c7
"Teddy Mount Formation,Cir-Kennedy Province","DCue,Cir",#7761c7
Teddy Mount Formation?,DCue?,#7761c7
Teddys Creek Granite,Cgotc,#f099a3
Templeton Granite,PLgsm,#ffbebe
Tenavute Microgranite,Cgnt,#f29980
Term Supersequence-1-2,PLm,#b35e2e
Term Supersequence-3,PLmh/1-2,#e8c4d4
Termite Range Formation,PLmt,#cc6666
Termite Range Formation/1,PLmt/1,#e6a699
Termite Range Formation/2,PLmt/2,#d98073
Termite Range Formation/2?,PLmt/2?,#d98073
Termite Range Formation/3g,PLmt/3g,#e69980
Termite Range Formation?,PLmt?,#cc6666
Terrible Creek Granite,Dggt,#ff3333
Terrica beds,Pt,#33a6f2
Terrica beds?,Pt?,#33a6f2
Texas beds,Ctx,#9499b0
Texas beds/al,Ctx/al,#61667d
Texas beds/c,Ctx/c,#7a8096
Texas beds/j,Ctx/j,#474c63
Texas beds/l,Ctx/l,#c7cce3
Texas beds/m,Ctx/m,#adb3c9
Texas beds/v,Ctx/v,#c7bfe3
Texas beds/vg,Ctx/vg,#e0d9fc
Texas beds/w,Ctx/w,#bfcce3
Tg/v-Mingela Province,Tg/v,#bd28bf
The Fisheries Basalt,TQvf,#deb462
The Gorge Rhyolite,Cgcg,#ffaa00
The Maze Granite,Ogt,#d66bbd
The Monument Syenite,PLgtm,#ff1966
Theodolite Rhyolite/1,Cbt/1,#b3b39e
Theodolite Rhyolite/2,Cbt/2,#ccccb8
Theodolite Rhyolite/2?,Cbt/2?,#ccccb8
Thornborough Andesite Member,Cnw/t,#8a8a9e
Thornton Granite,Pgt,#ff7f7f
Three Horse Lagoon Granite,Pgth,#ff73df
Three Mile Microgranite,Cgcm,#c24275
Three Peaks Complex/d,CPitp/d,#ff944d
Three Peaks Complex/gx,CPitp/gx,#ffb8c4
Three Peaks Complex/r,CPitp/r,#ffc417
Three Peaks Complex/rx,CPitp/rx,#ffe08a
Three Sisters Complex/b,CPgts/b,#ab94ff
Three Sisters Complex/g,CPgts/g,#ff80ff
Three Sisters Complex/gx,CPgts/gx,#fc80a6
Three Sisters Complex/mg,CPgts/mg,#ff7a85
Three Sisters Complex/r,CPgts/r,#ffc92e
Three Sisters Complex/rx,CPgts/rx,#ffe08a
Three Sisters Complex/sx,CPgts/sx,#99bff7
Three Sisters Complex/tx,CPgts/tx,#cce0fc
Thunder Egg Rhyolite,Pvae,#444f89
Thursday Monzogranite,Dgtd,#f2bfbf
Tib-YARROL/SCAG,Tib,#ff6926
Tib\h-Gt,Tib\h,#ff7a57
Tib\l-Gt,Tib\l,#ff420f
Tick Hill Complex,PLgti,#ff7099
Ticklehim Rhyolite,Pwi,#8ca6d9
Ticklehim Rhyolite?,Pwi?,#8ca6d9
Tidna Sandstone,PLst,#b08582
Tiger Hill Microgranite,CPgt,#ffa6e6
Timber Top Volcanic Subgroup-Cft/a,Cft/a,#637373
Timber Top Volcanic Subgroup-Pft/b,Pft/b,#73b2ff
Timber Top Volcanic Subgroup/b,CPft/b,#bac2c2
Timber Top Volcanic Subgroup/r,CPft/r,#919e9e
Timber Top Volcanic Subgroup/t,CPft/t,#d6dbdb
Timber Top Volcanic Subgroup/u,CPft/u,#788787
Timberoo Member,PLnt,#a83800
Timberoo Member/v,PLnt/v,#db6b33
Timothy Creek Sandstone Member,PLjt,#cca680
Tin Hill Quartzite Member,PLot,#ffe6b3
Tinaroo Granite,Pgtt,#d62dd6
Tirrabella Tonalite,Sd,#e8beff
Titania Granite,Cgtt,#ff0000
Tomato Granite,Ogto,#f580d1
Tommy Creek Microgranite,PLgt,#ff0f59
Toms Hole Granodiorite,SDgth,#ff4ccc
Toms Hole Granodiorite?,SDgth?,#ff4ccc
Toole Creek Volcanics/b,PLot/b,#754221
Toole Creek Volcanics/s,PLot/s,#a87554
Toole Creek Volcanics?,PLot?,#8cd9a6
Toomba Basalt,Qbt,#f2f1a5
Toomba Basalt/v,Qbt/v,#d9d98c
Top Nettle Microgranite,Cgct,#ffa6bf
Top Pinnacle Granite,Dgtp,#ff7a85
Torpedo Creek Quartzite,PLmp,#cc8a66
Torpedo Creek Quartzite?,PLmp?,#cc8a66
Torpys Granite,Cgot,#ff7f7f
Torsdale Volcanics,CPvt,#9ca1b5
Torsdale Volcanics?,CPvt?,#9ca1b5
Towers Hill Granite,Ogo,#ff2699
Townley Formation,PLt,#8a8078
Townley Formation/s,PLt/s,#70665e
Townley Formation/s?,PLt/s?,#70665e
Townley Formation/x,PLt/x,#574c45
Townley Formation?,PLt?,#8a8078
Train Range Ironstone Member,PLsmt,#f58a61
Train Range Ironstone Member?,PLsmt?,#f58a61
Trevethan Granodiorite,Pgyv,#ff33ff
Tribute Hills Arenite,Ot,#c456b2
Trooper Creek Formation,Ost,#b352a1
Trooper Creek Formation?,Ost?,#b352a1
Tuckers Igneous Complex/b,Pgt/b,#ccbfff
Tuckers Igneous Complex/gd,Pgt/gd,#ff99b8
Tuckers Igneous Complex/lgd,Pgt/lgd,#ffbdc2
Tuckers Igneous Complex/qd,Pgt/qd,#fc80a6
Tuckers Igneous Complex/qzd,Pgt/qzd,#ffccdb
Tuckers Igneous Complex/zd,Pgt/zd,#ff19ff
Tulliegorim Granodiorite/g,SDgtu/g,#ffbdc2
Tulliegorim Granodiorite/gd,SDgtu/gd,#ffe6ff
Tulliegorim Granodiorite/t,SDgtu/t,#ffccff
Tully Granite Complex,Pgu,#e03652
Tully Granite Complex/b,Pgu/b,#fa5975
Turrets Formation,Dt,#9a73de
Turrets Formation?,Dt?,#9a73de
Turtle Swamp Granite,Dgts,#f266cc
Twelve Mile Schist,PLyt,#996640
Twiddler Hill Basalt,TQvt,#ebcd4b
Twin Dams Andesite,Cnt,#80abff
Two Creek Granodiorite,Ogtc,#ffd9e6
Two Mile Granite,SDgtw,#eb5e9d
Two Rail Monzogranite,Dgr,#fa8cff
Unassigned granitoids-SEMI,PLg/m,#cd6666
Undara Basalt,Qmu,#fae987
Undara Basalt/v,Qmu/v,#e0cf6e
Undaunted Metamorphics,PLkle,#8c9353
Undercliffe Falls Monzogranite,PRguf,#d9404a
Undercliffe Falls Monzogranite/3,PRguf/3,#f25963
Undivided Argylla Igneous Province,PLg/a,#ff3847
Undivided Lukin Structural Domain,PLlu,#d49e80
Unnamed metamorphic rocks/d-SD54,PLu/d,#ab94ff
Unnamed metamorphics/1-SD54,PLu/1,#d6d69e
Unnamed metamorphics/1a-SD54,PLu/1a,#b0b078
Unnamed metamorphics/2-SD54,PLu/2,#858500
Unnamed metamorphics/3-SD54,PLu/3,#858500
Unnamed metamorphics/4-SD54,PLu/4,#a6470f
Unnamed metamorphics/5-SD54,PLu/5,#bd754d
Unnamed metamorphics/5a-SD54,PLu/5a,#911900
Upland Granodiorite,Dgul,#f266b3
"Upland Granodiorite,Cape River Metamorphics/m","Dgul,PLc/m",#f266b3
Upland Granodiorite?,Dgul?,#f266b3
Urdera Granodiorite,SDgu,#ffcce6
Urdera Granodiorite/d,SDgu/d,#ffb3cc
Urquhart Shale,PLiu,#cc8a59
Van Dyke Litharenite,Od,#a35289
Van Dyke Litharenite?,Od?,#a35289
Van Lee Granite,Sgv,#cc3333
Vanneck Formation,Ddv,#8f78bf
Vanneck Formation/c,Ddv/c,#755ea6
Vanneck Formation?,Ddv?,#8f78bf
Venetia Formation,Cct,#adafb3
Venetia Formation/c,Cct/c,#949699
Venetia Formation?,Cct?,#adafb3
Verdure Andesite,Cbe,#e1e1e1
Verdure Andesite?,Cbe?,#e1e1e1
Wabaredory Granite,Cgwb,#ffa77f
Wade beds,CPw,#81899c
Wairuna Formation,Ow,#cc6699
Wairuna Formation/j,Ow/j,#f299cc
Wairuna Formation/j?,Ow/j?,#f299cc
Wairuna Formation/q,Ow/q,#e680b3
Wairuna Formation/v,Ow/v,#a64073
Wairuna Formation/v?,Ow/v?,#a64073
Wairuna Formation?,Ow?,#cc6699
Wakara Volcanic Subgroup-Pwd,Pwd,#b8c4f0
Wakara Volcanic Subgroup-Pwd?,Pwd?,#b8c4f0
Wakara Volcanic Subgroup-Pwf,Pwf,#9eaad7
Wakara Volcanic Subgroup-Pwf/v,Pwf/v,#004da8
Wakara Volcanic Subgroup-Pwf?,Pwf?,#9eaad7
Wakara Volcanic Subgroup-Pwg,Pwg,#8591bd
Wakara Volcanic Subgroup-Pwg?,Pwg?,#8591bd
Wakara Volcanic Subgroup-Pwh,Pwh,#d1def0
Wakara Volcanic Subgroup-Pwh?,Pwh?,#d1def0
Wakara Volcanic Subgroup-Pwr,Pwr,#85abd6
Wakara Volcanic Subgroup-Pwt,Pwt,#3845a3
Wakara Volcanic Subgroup-Pwx,Pwx,#deebfc
Wakeful Metabasalt Member,PLnmw,#b34c33
Walford Dolomite,PLfw,#b5948a
Walford Dolomite/b,PLfw/b,#69473d
Walford Dolomite/c,PLfw/c,#9c7a70
Walkunder Granite,Cgowa,#f5617a
Wallabadah Siltstone,PLsw,#db8a7a
Wallaby beds,Plw,#444f89
Wallaman Falls Volcanics,CPvw,#b3c2c2
Wallaman Falls Volcanics?,CPvw?,#b3c2c2
Wallaroo Basalt,Twb,#e6b855
Wallis Formation,PLsw,#730000
Wallis Formation/s,PLsw/s,#a63333
Walloon Coal Measures,Jw,#08bfa6
Walloon Coal Measures,w,#08bfa6
Wallys Dolerite,Pw,#545ed9
Wallys Dolerite?,Pw?,#545ed9
Walsh Bluff Volcanics,Pwb,#959fb8
Walsh Bluff Volcanics/br,Pwb/br,#adb8d1
Walshs Pyramid Granite,Pgwp,#ff6370
Wando Vale Subgroup,Dbw,#aa9fe0
Wangetti Granite,Pgwg,#ff2133
Wangetti Granite/2,Pgwg/2,#ff6370
Warang Sandstone,Rw,#43dece
